Small states,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.02950224,69.28019173
Sao Tome & Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.624,66.762
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.405,71.523
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.16585366,77.16585366
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.17560976,81.17560976
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.30731707,82.30731707
Swaziland,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.754,58.268
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.3097561,74.3
Syria,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.31,70.963
Turks & Caicos Islands,TCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.903,53.208
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.52290614,74.67788238
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.32481498,73.6080885
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.232,60.477
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.303,75.498
Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.051,71.214
Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.835,67.956
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.43003962,75.63307819
Timor-Leste,TLS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.881,69.199
Middle East & North Africa (IDA & IBRD countries),TMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.01711792,73.22720526
Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.029,73.179
South Asia (IDA & IBRD),TSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.6833715,68.92216194
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.38454359,60.80276179
Trinidad & Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.673,70.783
Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.731,75.943
Turkey,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.755,76.009
Tuvalu,TUV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,
Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.675,66.31
Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.889,60.182
Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.47634146,71.78097561
